tracks,idTracks,artist,idArtist,nameAlbumTr,idAlbumTr,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Sinfonia della distruzione,0ZmgMHj47xZ0Hb780sq8Lm,Pyrex,7h1amg0X7Q5d0D5KfuyKTg,Sinfonia della distruzione,47EBgIVzbzrlfAZ4Aw4a5a,0.633,0.755,9,-6.878,0,0.15,0.0526,0.0,0.0891,0.398,137.801,176612
"Marciapiede (con Tony Effe, Ernia & Rkomi)",7nz7IQI6XfGLbpLB2ZLfXr,"['Night Skinny', 'Tony Effe', 'Ernia', 'Rkomi']","['2E6AK3UPEGCvjnzuygCh2h', '6CKch2otN4SPznHf9ms5JF', '3fhMfkPPzksWuw0hEm4ldm', '056KMTw6IztdQjBmFfVyO3']",Botox,1CjtjrWyjx2eT5OejciTVr,0.58,0.555,2,-7.456,0,0.169,0.275,0.0,0.294,0.344,88.177,156828
Demoni & Melodies,366P2zVfeUUXRo6eYMtpWa,"['Intifaya', 'Rayan']","['1sSz8a84ezDX1LhXCIgt41', '6doCr3greqY545Eo7IsY3m']",Demoni & Melodies,4P5pfyYoqnep0L61TGtJNw,0.795,0.647,6,-5.689,0,0.278,0.346,0.0,0.112,0.706,144.089,175833
Trafficante,1rpFM1ZbTZVS1fusCzmzg9,Néza,6cE2WyjXwngsJynb3uk1WO,Trafficante,2fqjaXJGRG5PuEqb0ftjkB,0.729,0.792,6,-6.668,0,0.037,0.194,0.0,0.0795,0.594,129.985,127385
"DLS (feat. Rondodasosa, Samy)",3nvpyLiAzeKYlfDBrT4Y1v,"['SEVEN 7oo', 'Rondodasosa', 'Samy']","['1Hg2H3Z46P8lXECM8DYSpU', '61bQ4nwIioR8w6PGxzpyY3', '1Cf2hOIUGwQ3INfXlfZkaD']",SEVEN 7oo Mixtape,5oKyvhBZaVBPVWUxIhsLAG,0.689,0.727,1,-6.103,1,0.0527,0.546,0.000231,0.162,0.0669,100.177,235200
GANGE (feat. Shiva),4yHWKu7tHW1eYzWCltEbxL,"['Francesca Michielin', 'Shiva']","['4jFlmD92WULLlaRS8Cj6QS', '2K5nCggbhSZ00YCYP5qkZS']",GANGE (feat. Shiva),23T1pqwZvW4y9G7nFTcsyn,0.727,0.581,0,-6.557,0,0.0785,0.111,0.0,0.206,0.729,87.929,183815
FREE SOLO (feat. Marracash),0CuOlrm9gmvMUlRxBLHp0o,"['Ghali', 'Marracash']","['3egWSWp7Y4FyCKIyvXbw7L', '5AZuEF0feCXMkUCwQiQlW7']",Sensazione ultra,7x0QV22Ci2ZOm9HweqBLhn,0.769,0.592,1,-5.667,0,0.306,0.207,0.0,0.105,0.536,72.089,153693
PANICO (feat. Takagi & Ketra),0SsUOrXUM2gZxVLYizZfQZ,"['Lazza', 'Takagi & Ketra']","['0jdNdfi4vAuVi7a6cPDFBM', '76UCIJTB0jcJvBaL0CdIqx']",SIRIO,2v7KXdLrb81rGL9G7jwcjF,0.788,0.731,4,-6.082,0,0.047,0.0615,0.0,0.0997,0.258,127.03,188564
FEAT. SIMBA LA RUE,65Yq5OTH8A69BP35JwY2bG,Simba La Rue,2PEMswqQspTSsAltdeF5kO,CRIMI,0A6H9ZeitwXVP5FpsY8Vud,0.865,0.484,1,-7.482,1,0.18,0.0356,0.00016,0.134,0.269,138.128,125735
OUV3RTURE,7r9hUF9vWuuTPqGK3YS6Oy,Lazza,0jdNdfi4vAuVi7a6cPDFBM,SIRIO,2v7KXdLrb81rGL9G7jwcjF,0.702,0.579,5,-6.846,0,0.148,0.128,0.0,0.125,0.532,140.043,172862
∞ LOVE (feat. Guè),0HhSB4nAJpI5expWnZL199,"['Marracash', 'Guè']","['5AZuEF0feCXMkUCwQiQlW7', '7F2utINZ6tSokSiZTQBE27']","NOI, LORO, GLI ALTRI",0rgggvSYGSms079nUlcAGX,0.726,0.828,7,-5.191,0,0.071,0.105,0.0,0.0873,0.307,125.002,218368
Su di Te,7vYsSML4ffmNc3mwKPjGsk,"['Simone Panetti', 'G.bit', 'Mike Lennon', 'Rooler']","['4lajcWQSiNMQ4b76eevJ5f', '0NmtgATbZcejMnRU5ixeSs', '2g2ukiJJzYdcRJQ12D2bq7', '2lpFs8QJyIeVDb2Sq4vZYi']",Profondo Rosa,5kTqGC8BIuVebBnyCXFhTE,0.415,0.563,10,-7.476,1,0.0382,0.0129,0.0,0.164,0.412,142.469,188941
Freed From Desire,3u5N55tHf7hXATSQrjBh2q,Gala,3OqTvcWgb0xaainosGVvuZ,Come Into My Life (The Album),3vcwGUl0WiJVssOR1dXEbe,0.704,0.861,2,-4.221,0,0.0493,0.587,0.0615,0.0992,0.636,128.99,213394
MOLOTOV,6SQmh0L5icrThwGDTeLkg1,Lazza,0jdNdfi4vAuVi7a6cPDFBM,SIRIO,2v7KXdLrb81rGL9G7jwcjF,0.613,0.96,5,-4.343,0,0.0542,0.265,0.0,0.24,0.669,159.98,160205
10 RAGAZZE (con ERNIA),45OsJpk7HMJKOnMVf2eQsV,"['Rkomi', 'Ernia', 'MACE']","['056KMTw6IztdQjBmFfVyO3', '3fhMfkPPzksWuw0hEm4ldm', '7gjqZ8coFZimZDtdk04WP1']",TAXI DRIVER,4D04TN7Kw7Bq98kfDjUmgh,0.707,0.674,0,-5.717,0,0.193,0.261,0.0,0.145,0.824,83.066,174727
Lo-fi Drill,0V7fFdSCLSCWlvyyiUrQIM,"['Tedua', 'SHUNE']","['1AgAVqo74e2q4FVvg0xpT7', '5YV5crRpcdknHgEzystZHr']",Don't Panic,6bm3XAVxep0Yj3uWnnPWZU,0.782,0.781,11,-7.132,1,0.306,0.0985,0.0,0.143,0.431,136.08,102000
Cancelo,4lstxdn27jZqnTuyaLeJfq,Rhove,44DWomjW1oDuxIoBIRpmQ4,Cancelo,4elXQH4dGGNYwjy8f7UcB8,0.829,0.808,11,-5.734,0,0.257,0.379,3.01e-06,0.0735,0.57,142.952,174545
SOGNI D'ORO,2tKH7kT40eTSp8SCf6VKeH,Lazza,0jdNdfi4vAuVi7a6cPDFBM,SIRIO,2v7KXdLrb81rGL9G7jwcjF,0.684,0.726,6,-5.754,0,0.146,0.156,0.0,0.376,0.108,81.508,157468
Can't Hold Us (feat. Ray Dalton),22skzmqfdWrjJylampe0kt,"['Macklemore & Ryan Lewis', 'Macklemore', 'Ryan Lewis', 'Ray Dalton']","['5BcAKTbp20cv7tC5VqPFoC', '3JhNCzhSMTxs9WLGJJxWOY', '4myTppRgh0rojLxx8RycOp', '4e0nWw2r4BoQSKPQ2zpU13']",The Heist,5QWHes9ODwn42DHTifGkXd,0.633,0.927,2,-4.468,1,0.0839,0.0267,0.0,0.0986,0.88,146.097,258432
INDUSTRY BABY (feat. Jack Harlow),5Z9KJZvQzH6PFmb8SNkxuk,"['Lil Nas X', 'Jack Harlow']","['7jVv8c5Fj3E9VhNjxT4snq', '2LIk90788K0zvyj2JJVwkJ']",MONTERO,6pOiDiuDQqrmo5DbG0ZubR,0.741,0.691,10,-7.395,0,0.0672,0.0221,0.0,0.0476,0.892,150.087,212353
Brivido,7fH13hSOyNoeiDGbjEnTUC,"['Guè', 'Marracash']","['7F2utINZ6tSokSiZTQBE27', '5AZuEF0feCXMkUCwQiQlW7']",Bravo Ragazzo (Royal Edition),0LHWAAN1t9MHgpkPjdXrkW,0.628,0.69,7,-6.273,0,0.338,0.237,0.0,0.0899,0.431,82.285,227693
ALIBI,1zfszqoisdKWCIfFToaMHi,Lazza,0jdNdfi4vAuVi7a6cPDFBM,SIRIO,2v7KXdLrb81rGL9G7jwcjF,0.753,0.705,0,-4.781,1,0.0734,0.286,0.0,0.102,0.535,113.037,178052
Cold Heart - PNAU Remix,6JIC3hbC28JZKZ8AlAqX8h,"['Elton John', 'Dua Lipa', 'PNAU']","['3PhoLpVuITZKcymswpck5b', '6M2wZ9GZgrQXHCFfjv46we', '6n28c9qs9hNGriNa72b26u']",The Lockdown Sessions,2Gd77sRs3Y8z8V08Hj6EzC,0.795,0.8,1,-6.32,1,0.0309,0.0354,7.25e-05,0.0915,0.934,116.032,202735
Fair Trade (with Travis Scott),40iJIUlhi6renaREYGeIDS,"['Drake', 'Travis Scott']","['3TVXtAsR1Inumwj472S9r4', '0Y5tJX1MQlPlqiwlOH1tJY']",Certified Lover Boy,3SpBlxme9WbeQdI9kx7KAV,0.666,0.465,1,-8.545,1,0.26,0.0503,0.0,0.215,0.292,167.937,291175
Amici,7aVX95NjONZszSeb8vJZF3,"['Massimo Pericolo', 'Crookers', 'Nic Sarno']","['1El4YQA8oCXX7ynFSxRTFq', '3o1cwVQfiDWafhYA02k13C', '3PbxfXGwcCLn85zVQK1ulo']",Scialla Semper,3fMHmtOJf2KK3HThKh9ZNX,0.618,0.715,1,-4.966,1,0.254,0.395,0.0,0.137,0.457,140.355,180950
BUGIA (feat. Tory Lanez),7hbcRsR3AfOtNfjRrZAChl,"['Lazza', 'Tory Lanez']","['0jdNdfi4vAuVi7a6cPDFBM', '2jku7tDXc6XoB6MO2hFuqg']",SIRIO,2v7KXdLrb81rGL9G7jwcjF,0.693,0.784,9,-5.678,0,0.046,0.0458,0.0,0.165,0.349,99.914,204227
Levitating (feat. DaBaby),0v2boHmWtxMTD2REGN8MbK,"['Dua Lipa', 'DaBaby']","['6M2wZ9GZgrQXHCFfjv46we', '4r63FhuTkUYltbVAg5TQnk']",Future Nostalgia (The Moonlight Edition),0JeyP8r2hBxYIoxXv11XiX,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064
SOLITE PARE (feat. thasup & Sfera Ebbasta),0PQxC8NHgiKXLK3Zm6QoCj,"['Sick Luke', 'thasup', 'Sfera Ebbasta']","['0hk4xVujcyOr6USD95wcWb', '19i93sA0D7yS9dYoVNBqAA', '23TFHmajVfBtlRx5MXqgoz']",X2,6ZVOpNfX2JMfAFDqEfmyQ5,0.66,0.79,9,-4.344,0,0.0537,0.282,0.0,0.299,0.556,111.071,211660
Puro Bogotà,4hF8SO6cjphhaCGP3u77TS,"['Club Dogo', 'Vincenzo', 'Marracash']","['4dyfAiJCbl7jS1GHOCdiJv', '4AaOibM7lYBox7yJQJcVLb', '5AZuEF0feCXMkUCwQiQlW7']",Vile Denaro,57LDZpXD1nSl88hpUGwtNe,0.742,0.812,1,-6.196,1,0.311,0.0253,0.0,0.221,0.501,84.632,264213
CINEMA,1gyHmYu70kqUhLfEU5gPjA,Lazza,0jdNdfi4vAuVi7a6cPDFBM,SIRIO,2v7KXdLrb81rGL9G7jwcjF,0.562,0.697,7,-5.894,0,0.0524,0.046,0.0,0.0999,0.217,93.897,201140
PARTIRE DA TE,2mANvvZYdIBEpY7gizuwNZ,Rkomi,056KMTw6IztdQjBmFfVyO3,TAXI DRIVER,3mKwP54SGTWacqb1IakUDs,0.656,0.796,11,-4.294,0,0.0437,0.222,0.0,0.36,0.699,95.009,221020
Phi,0E5bmLyxyiHsmc82D5gsiY,Ernia,3fhMfkPPzksWuw0hEm4ldm,68 (Till The End),1F6aVwr0raeSt5YT02hARW,0.896,0.523,1,-6.858,1,0.256,0.0328,0.0243,0.123,0.0662,100.008,174000
lipgloss,43J1dnrDwNWDGfXBZhnfYb,Chakra,78tkEnghpGYk8stmKlkxbv,lipgloss,04bo4aK6Isi0l0RfG4TqaG,0.645,0.691,9,-5.464,1,0.186,0.0971,0.0,0.358,0.818,165.069,132364
PIOVE (feat. Sfera Ebbasta),6BUueuMQR4k7CuoMEsnGou,"['Lazza', 'Sfera Ebbasta']","['0jdNdfi4vAuVi7a6cPDFBM', '23TFHmajVfBtlRx5MXqgoz']",SIRIO,2v7KXdLrb81rGL9G7jwcjF,0.381,0.627,4,-5.446,0,0.114,0.232,0.0,0.0803,0.458,187.835,155863
Mamma Non Mi Parla,2akvecWLrQBQhzAruyVQiJ,NASKA,4r1DHaB2yIhddOkTF92d1d,REBEL,0WRHoyqLqALdZ8te1QL20V,0.42,0.947,11,-3.277,1,0.172,0.000519,0.0,0.0905,0.334,84.72,169765
RAP SHIT (feat. thasup & Gemitaiz) - prod. STABBER,2Fbj0y0HEUKCZkUsI71PUx,"['Nitro', 'thasup', 'Gemitaiz']","['6jQZzWW3JlEtcRDSzFVKSP', '19i93sA0D7yS9dYoVNBqAA', '4upwdFMlZBmQ68jP9jPzjK']",GarbAge,1PzWwe1L2ijXoIbkL3PemV,0.789,0.559,1,-8.412,1,0.139,0.229,0.0,0.135,0.274,129.849,212302
CRAZY LOVE,2p5OyhSm5fS90n0Q7R3r6D,Marracash,5AZuEF0feCXMkUCwQiQlW7,"NOI, LORO, GLI ALTRI",0rgggvSYGSms079nUlcAGX,0.725,0.713,9,-5.958,0,0.0484,0.224,2.13e-05,0.104,0.392,123.003,192688
REPLAY,66b96Q6ljSGILgrtgqvPMH,Lazza,0jdNdfi4vAuVi7a6cPDFBM,SIRIO,2v7KXdLrb81rGL9G7jwcjF,0.419,0.594,5,-6.838,1,0.119,0.00958,0.0,0.199,0.142,87.826,191406
Lingerie,1HEGcG1QUJfyyPfq5EMF9b,"['Tedua', 'Sfera Ebbasta']","['1AgAVqo74e2q4FVvg0xpT7', '23TFHmajVfBtlRx5MXqgoz']",Orange County California,7GWVPJPcu8o1LCw94e5Rew,0.64,0.637,9,-7.816,1,0.0479,0.0119,5.71e-05,0.0973,0.129,128.065,198027
Enemy (with JID) - from the series Arcane League of Legends,1r9xUipOqoNwggBpENDsvJ,"['Imagine Dragons', 'JID', 'Arcane', 'League of Legends']","['53XhwfbYqKCa1cC15pYq2q', '6U3ybJ9UHNKEdsH7ktGBZ7', '57nPqD7z62gDdq37US9XJR', '47mIJdHORyRerp4os813jD']",Enemy (with JID) [from the series Arcane League of Legends],1bTgKomQYSkKYPD9UI9W4b,0.728,0.783,11,-4.424,0,0.266,0.237,0.0,0.434,0.555,77.011,173381
CLIFFHANGER,3hFO0sUFgYtfZ2SCR8Xt75,Marracash,5AZuEF0feCXMkUCwQiQlW7,"NOI, LORO, GLI ALTRI",0rgggvSYGSms079nUlcAGX,0.657,0.848,11,-4.173,0,0.451,0.14,0.0,0.13,0.408,79.855,205520
JEFE,1BxkDfTQIhGJD6Xupq2XW5,Lazza,0jdNdfi4vAuVi7a6cPDFBM,SIRIO,2v7KXdLrb81rGL9G7jwcjF,0.594,0.752,1,-5.885,0,0.0588,0.0402,0.0,0.219,0.309,143.929,195394
Punkabbestia,1gNJOIiZyHhcfGwDL3CXR8,NASKA,4r1DHaB2yIhddOkTF92d1d,Punkabbestia,3l6mUAEBfwVeKovGNtqWKP,0.511,0.962,0,-4.03,1,0.29,0.00282,0.0,0.38,0.482,168.218,160357
Notti In Bianco,1PWOkqMORYdGa0OEh2GaXM,BLANCO,1MRiIeZbc0cRuxOafDUCtH,Blu Celeste,7zFt7hLRPxemmlzVzg5uec,0.599,0.79,6,-3.242,1,0.0422,0.359,0.0,0.105,0.693,75.004,176400
Simba,69d3X2Nv5AWHUeTktfOqpV,Ernia,3fhMfkPPzksWuw0hEm4ldm,68,6GO4KkMREfAw1gMjPdNy9u,0.752,0.5,1,-7.143,1,0.142,0.038,0.00231,0.11,0.43,97.963,199000
PUTO (feat. French Montana),5R1RXd5Og15AT9RfUX8nJ1,"['Lazza', 'French Montana']","['0jdNdfi4vAuVi7a6cPDFBM', '6vXTefBL93Dj5IqAWq6OTv']",SIRIO,2v7KXdLrb81rGL9G7jwcjF,0.7,0.505,1,-5.997,1,0.123,0.214,0.0,0.0822,0.161,125.958,173142
NUOVO RANGE (con SFERA EBBASTA),5YSR0sWUZk7NuIbkycxndu,"['Rkomi', 'Sfera Ebbasta', 'Junior K']","['056KMTw6IztdQjBmFfVyO3', '23TFHmajVfBtlRx5MXqgoz', '63pCdEiziMCDjGOdM1XCrJ']",TAXI DRIVER,4D04TN7Kw7Bq98kfDjUmgh,0.68,0.76,1,-4.866,0,0.0556,0.233,0.0,0.13,0.709,82.54,176773
goosebumps,6gBFPUFcJLzWGx4lenP6h2,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,Birds In The Trap Sing McKnight,42WVQWuf1teDysXiOupIZt,0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049,243837
Vivo,7wv8GkrBxS7S5LguyBP9hA,Ernia,3fhMfkPPzksWuw0hEm4ldm,Gemelli,3LXvt5r3boBy4sQQpxmsi9,0.76,0.709,1,-6.956,0,0.209,0.0438,0.00016,0.0837,0.444,139.905,215143
PANICO (feat. Takagi & Ketra),0SsUOrXUM2gZxVLYizZfQZ,"['Lazza', 'Takagi & Ketra']","['0jdNdfi4vAuVi7a6cPDFBM', '76UCIJTB0jcJvBaL0CdIqx']",SIRIO,2v7KXdLrb81rGL9G7jwcjF,0.788,0.731,4,-6.082,0,0.047,0.0615,0.0,0.0997,0.258,127.03,188564
Hangover,1PqFDUw5Wgm4IhKkKRH3I0,Gemitaiz,4upwdFMlZBmQ68jP9jPzjK,"Nonostante Tutto (Inediti, Rarità, Live E Remix)",2fh5myRY1WPtm7VOh87o1j,0.712,0.637,1,-8.399,1,0.119,0.121,4.93e-05,0.113,0.398,115.981,250979
Pleasantville,4T7nI6RllPyFPXJtIAtC7l,Nitro,6jQZzWW3JlEtcRDSzFVKSP,Suicidol,2eLcG0rEYCIvG9yKdE18e6,0.446,0.843,11,-5.366,0,0.156,0.00166,6.77e-06,0.186,0.186,129.132,349560
Spezzami Il Cuore,2xJ2gz29MgP0AALAgWJCtI,NASKA,4r1DHaB2yIhddOkTF92d1d,REBEL,0WRHoyqLqALdZ8te1QL20V,0.58,0.896,4,-4.917,1,0.0838,0.00256,0.0,0.134,0.332,90.028,158987
USCITO DI GALERA,01DXwNf1GzEJkYTbXgL0eb,Lazza,0jdNdfi4vAuVi7a6cPDFBM,SIRIO,2v7KXdLrb81rGL9G7jwcjF,0.594,0.746,7,-5.853,0,0.137,0.188,0.0,0.0991,0.0802,164.231,172654
Non Cambio Mai,5LdDvGN2JwjcmRjVrHIhIk,"['Gemitaiz', 'MadMan']","['4upwdFMlZBmQ68jP9jPzjK', '3MkkSf3u5KU52Mb2iMrqeX']","Detto, Fatto.",1hHCkJ9S9dRbC14YZVurLq,0.632,0.884,1,-4.457,1,0.32,0.591,0.0,0.133,0.344,81.92,176400
IO,52e9HFHtUOfHTET6IrcWUy,Marracash,5AZuEF0feCXMkUCwQiQlW7,"NOI, LORO, GLI ALTRI",0rgggvSYGSms079nUlcAGX,0.733,0.595,9,-7.17,1,0.04,0.408,0.0,0.269,0.309,120.005,195560
U2,4gEoAHojf8v3gMpoPI3iT6,Ernia,3fhMfkPPzksWuw0hEm4ldm,Gemelli,3LXvt5r3boBy4sQQpxmsi9,0.93,0.642,11,-4.422,0,0.0832,0.201,0.0237,0.135,0.674,126.98,164409
3 PALI,58Zg9AJY4OVnoFrSjzU7SP,Lazza,0jdNdfi4vAuVi7a6cPDFBM,SIRIO,2v7KXdLrb81rGL9G7jwcjF,0.462,0.759,11,-5.226,0,0.154,0.147,0.0,0.145,0.301,136.257,192827
Grenade,4lLtanYk6tkMvooU0tWzG8,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,Doo-Wops & Hooligans,6J84szYCnMfzEcvIcfWMFL,0.704,0.558,2,-7.273,0,0.0542,0.148,0.0,0.107,0.245,110.444,222091
STAY (with Justin Bieber),5PjdY0CKGZdEuoNab3yDmX,"['The Kid LAROI', 'Justin Bieber']","['2tIP7SsRs7vjIcLrU85W8J', '1uNFoZAHBGtllmzznpCI3s']",F*CK LOVE 3: OVER YOU,4bZJWQhHKJckFLJuYdvyX2,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,141806
HIGHEST IN THE ROOM,3eekarcy7kvN4yt5ZFzltW,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,HIGHEST IN THE ROOM,2uDTi1PlpSpvAv7IRAoAEU,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,175721
Dende,0GaWvzS26hjyY3HGwjJ9YW,Ghali,3egWSWp7Y4FyCKIyvXbw7L,Lunga Vita a Sto,5tKy8HZ7mRWib6Tuv54rcf,0.813,0.773,6,-4.542,1,0.045,0.203,6.25e-06,0.116,0.74,140.019,209571
Best life,46vfSYsDJZaNQcD4YvT8GD,"['Naps', 'GIMS']","['6W5uA6CNMf3hd2j4a2XWCx', '0GOx72r5AAEKRGQFn3xqXK']",Best Life,5pqeNqiOS8Y4BXU7YVxuQc,0.919,0.779,7,-4.739,0,0.147,0.258,0.0,0.0991,0.941,138.038,189400
Vaffanculo Per Sempre,75U0n5xhZT3al2oC3I61rG,NASKA,4r1DHaB2yIhddOkTF92d1d,REBEL,0WRHoyqLqALdZ8te1QL20V,0.594,0.92,2,-5.566,1,0.0519,0.00162,0.0,0.159,0.492,139.929,170388
64 BARRE DI PAURA,6JPEGmxZ9pTBNDCyf4PMbf,"['Marracash', 'Marz']","['5AZuEF0feCXMkUCwQiQlW7', '2PmfTGENqjIKHRucbD5aJO']","Red Bull 64 Bars, The Album",1UAkQ5bV8GvKrSMA4Vd1MV,0.817,0.718,8,-3.913,1,0.209,0.231,0.0,0.067,0.294,135.186,131778
Ti Levo Le Collane (feat. Paky),48NEryJWd2W3T6V6yKHzz6,"['Guè', 'Paky']","['7F2utINZ6tSokSiZTQBE27', '1KQJOTeIMbixtnSWY4sYs2']",Mr. Fini,7C9m0DdXdl0Z92bmv45BpX,0.635,0.725,1,-5.059,1,0.307,0.06,6.32e-06,0.237,0.353,90.414,176000
BABY (feat. Rosa Chemical),3IAe6BpxUUktNRuYI8MEhM,"['BLOODY VINYL', 'Slait', 'thasup', '5019', 'Rosa Chemical']","['0VitAFMCI2apQxKzDjg1PU', '2KXYAKQTxHuUHDtVgeGn6w', '19i93sA0D7yS9dYoVNBqAA', '0bIICDFvg6PqEWaZsfvpCR', '5gYADZXuZoaJwrwfAPbKuH']",BV3,1maHuPQQphzi9TIJ55dNxW,0.843,0.731,1,-4.636,1,0.105,0.0469,0.0,0.198,0.627,129.954,138560
7 miliardi,67vjEOTkBppbVLUUq5mEJz,"['Massimo Pericolo', 'Crookers', 'Nic Sarno']","['1El4YQA8oCXX7ynFSxRTFq', '3o1cwVQfiDWafhYA02k13C', '3PbxfXGwcCLn85zVQK1ulo']",Scialla Semper,3fMHmtOJf2KK3HThKh9ZNX,0.307,0.74,1,-4.089,1,0.14,0.0324,0.000678,0.486,0.362,142.92,167090
NEMESI (feat. BLANCO),4QBXMgfDKmmVrYEqICIPxJ,"['Marracash', 'BLANCO']","['5AZuEF0feCXMkUCwQiQlW7', '1MRiIeZbc0cRuxOafDUCtH']","NOI, LORO, GLI ALTRI",0rgggvSYGSms079nUlcAGX,0.736,0.736,0,-7.597,0,0.0641,0.136,0.000345,0.0753,0.333,120.02,175627
All The Small Things,2m1hi0nfMR9vdGC8UcrnwU,blink-182,6FBDaR13swtiWwGhX1WQsP,Enema Of The State,652N05EcNH1a4bIlUixQE2,0.434,0.897,0,-4.918,1,0.0488,0.0103,0.0,0.612,0.684,148.726,167067
All'Ultimo Respiro,7F7h1FZ1bgST5JBExLnLdA,Club Dogo,4dyfAiJCbl7jS1GHOCdiJv,Che Bello Essere Noi,0M2Q3OtMdDM9d2MUJ84zwE,0.724,0.563,1,-6.268,0,0.22,0.0185,0.0,0.165,0.43,87.971,269387
KUMITE,6yaNNYWPjkWHbh1jADEyJO,Salmo,3hBQ4zniNdQf1cqqo6hzuW,FLOP,7DvK67C21i6go7olhjvLgT,0.816,0.711,7,-4.45,0,0.121,0.0614,0.0,0.103,0.775,140.062,170018
NULLA DI,55ll7hw5DwWLQou5FwGKoX,Lazza,0jdNdfi4vAuVi7a6cPDFBM,SIRIO,2v7KXdLrb81rGL9G7jwcjF,0.704,0.75,5,-5.68,0,0.0882,0.265,0.0,0.147,0.346,138.004,178937
Bella,7CxLQIq4kIq8P8UwemcKfX,Ernia,3fhMfkPPzksWuw0hEm4ldm,Come Uccidere Un Usignolo,2MEJwoXq5hRxCU2vzOhwIp,0.561,0.577,6,-11.899,1,0.935,0.193,0.0,0.2,0.646,172.307,206510
Better Now,7dt6x5M1jzdTEt8oCbisTK,Post Malone,246dkjvS1zLTtiykXe5h60,beerbongs & bentleys,6trNtQUgC8cgbWcqoMYkOR,0.68,0.578,10,-5.804,1,0.04,0.331,0.0,0.135,0.341,145.038,231267
CRUDELIA - I nervi,5dsz7MTrNdN9aMTrnp7sOG,Marracash,5AZuEF0feCXMkUCwQiQlW7,Persona,3ZOt77e63uMgJXU7xcFpqu,0.547,0.554,7,-7.563,1,0.102,0.149,0.0,0.344,0.0702,82.178,230923
Gli occhi della tigre,5pL8J6weoydzXglhsoJ6Vw,"['Nayt', '3D']","['7tmTvmqgTBcX88ZrSHByrD', '5K92J8NwWAlu6fRN2uoHVN']",Raptus 3,04gdaRtg56whGgaaPnUsr4,0.687,0.799,2,-7.747,1,0.205,0.618,0.0,0.594,0.541,135.176,166133
Hall of Fame (feat. will.i.am),7wMq5n8mYSKlQIGECKUgTX,"['The Script', 'will.i.am']","['3AQRLZ9PuTAozP28Skbq8V', '085pc2PYOi8bGKj0PNjekA']",#3 Deluxe Version,7JOCOjZTcLysDMkZGWlcIj,0.421,0.873,10,-4.343,1,0.0564,0.0654,0.0,0.123,0.629,84.786,202533
STUPIDO,6HVRRlc2sBlkcKEkhlsp86,"['Massimo Pericolo', 'Crookers']","['1El4YQA8oCXX7ynFSxRTFq', '3o1cwVQfiDWafhYA02k13C']",SOLO TUTTO,7I9kWuzlJwWCtP0jDgqpcw,0.404,0.529,11,-8.885,0,0.364,0.708,2.19e-05,0.219,0.36,86.711,187431
TOPBOY (feat. Noyz Narcos),0FvfjiQZ5vEO4XLGX5Uubk,"['Lazza', 'Noyz Narcos']","['0jdNdfi4vAuVi7a6cPDFBM', '49UAapOfpOg1ZOU4xf2NgY']",SIRIO,2v7KXdLrb81rGL9G7jwcjF,0.72,0.788,9,-6.637,0,0.281,0.215,0.0,0.105,0.282,93.331,206494
forte e chiaro,4joPYc4W4OCRvppy62LPTB,Chakra,78tkEnghpGYk8stmKlkxbv,forte e chiaro,1PnGcZfAz1HvJsuH9AVNa7,0.754,0.766,4,-4.166,0,0.155,0.06,1.26e-05,0.0462,0.869,128.108,208125
LORO,7xMMN5LyDOjGry2NfTfUEA,Marracash,5AZuEF0feCXMkUCwQiQlW7,"NOI, LORO, GLI ALTRI",0rgggvSYGSms079nUlcAGX,0.57,0.606,2,-6.731,1,0.193,0.408,7.13e-06,0.253,0.536,93.089,198187
LONDRA,1zBr4jTyegVrBeGUgZgy7l,"['Rosa Chemical', 'Rkomi']","['5gYADZXuZoaJwrwfAPbKuH', '056KMTw6IztdQjBmFfVyO3']",FOREVER,4BNRm3qG2xkESILbn41dtX,0.683,0.806,7,-4.348,1,0.0521,0.0545,0.0,0.0618,0.522,106.018,194779
ROCKSTAR (feat. Roddy Ricch),7ytR5pFWmSjzHJIeQkgog4,"['DaBaby', 'Roddy Ricch']","['4r63FhuTkUYltbVAg5TQnk', '757aE44tKEUQEqRuT6GnEB']",BLAME IT ON BABY,623PL2MBg50Br5dLXC9E9e,0.746,0.69,11,-7.956,1,0.164,0.247,0.0,0.101,0.497,89.977,181733
Angelina Jolie,2wDBnfPlixUHdqrS1HvpvY,"['Bresh', 'SHUNE']","['7FeObngbQ0GY3SojNwKdKn', '5YV5crRpcdknHgEzystZHr']",ORO BLU,1lqbweQ3w6orHhehLOlZim,0.658,0.628,7,-7.889,1,0.207,0.073,0.0,0.117,0.621,160.171,169546
